layer_id,layer_type,N,M,level,comment,check,checkTF,norm,log_norm,normX,lognormX,alpha,alpha_weighted,spectral_norm,log_spectral_norm,stable_rank,log_stable_rank,softranklogratio,sigma_mp,numofSpikes,ratio_numofSpikes,mp_softrank,log_alpha_norm,NxM
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.3472667038440704,True,7.621291637420654,0.8820285797119141,15.80789566040039,1.1988741159439087,1.998571555371776,1.8363420966924477,8.295198440551758,0.9188267588615417,7.0021252034153365,0.8452298720197391,1.91990065574646,1.0050781250000003,5,0.07936507936507936,0.48711595423213866,2.396693426592329,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.4217154383659363,True,8.042437553405762,0.9053876996040344,20.15777587890625,1.3044426441192627,1.5227654667008714,1.6978063605831837,13.030158996582031,1.1149497032165527,4.963934824996032,0.6958260707053385,1.6240875720977783,1.0045898437500003,5,0.07936507936507936,0.30980485834107946,2.1886505581201945,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.2841418981552124,True,7.2642035484313965,0.8611879944801331,14.35016918182373,1.1568570137023926,2.1369647239348963,2.0340944491532196,8.950787544250488,0.9518612623214722,5.895416237997249,0.7705144732960283,1.8094816207885742,0.9993164062500003,4,0.06349206349206349,0.44627699471540805,2.4128864675906643,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.4247941672801971,True,8.059852600097656,0.9063271284103394,19.630586624145508,1.2929332256317139,1.4775755519557427,1.6274773035077408,12.631396293640137,1.1014513969421387,5.142840567367705,0.7112030610145197,1.6456964015960693,1.0089843750000003,5,0.07936507936507936,0.3223871639743747,2.1439392602606038,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.5855388641357422,False,8.969161987304688,0.952751874923706,25.278076171875,1.4027440547943115,1.5488979248688515,1.882573529575803,16.42205810546875,1.2154276371002197,4.8986445696156355,0.6900759295452288,1.5677639245986938,1.0166015625000002,7,0.1111111111111111,0.25172928998412536,2.3639136053780394,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.464216023683548,True,8.282856941223145,0.9181801676750183,20.158472061157227,1.304457664489746,1.552251326897387,1.6351523418170613,11.308562278747559,1.0534074306488037,6.066711560693721,0.7829533470823485,1.7432582378387451,1.0140625,5,0.07936507936507936,0.3637327831729731,2.2301144735501084,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.307969480752945,True,7.398993015289307,0.8691726326942444,15.230735778808594,1.1827208995819092,1.4229915952186984,1.347772059137544,8.853996276855469,0.947139322757721,6.183087459433165,0.7912053896139615,1.8353627920150757,0.9996093750000002,3,0.047619047619047616,0.451419985935092,1.9684328400643731,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.4429301917552948,True,8.162446022033691,0.9118203520774841,20.24515724182129,1.306321144104004,1.4870416112691025,1.665951411486421,13.19206428527832,1.1203128099441528,5.050427069360103,0.7033281040640733,1.6277962923049927,1.0091796875,5,0.07936507936507936,0.3088050922169109,2.17019289205298,4096
4,CONV2D,64,64,LEVEL.SLICE,Slice level,1.3318805694580078,True,7.53425407409668,0.8770402669906616,15.47189712524414,1.189543604850769,1.4267628399809416,1.306522391300478,8.23616886138916,0.9157252311706543,6.89216257263258,0.8383555130540701,1.9155101776123047,1.01064453125,5,0.07936507936507936,0.49605731843611656,1.9883319657450906,4096
4,CONV2D,576,576,LEVEL.LAYER,Layer level,1.4011614819367726,0.8888888888888888,7.92616605758667,0.8982107639312744,18.48119354248047,1.2598772048950195,1.6193136217998074,1.6704102159171,11.21337604522705,1.0376780033111572,5.788372229501281,0.758743528932812,1.74320650100708,1.007562934027778,4.888888888888889,0.07760141093474426,0.38192549344535764,2.2070172765949314,331776
7,CONV2D,128,64,LEVEL.SLICE,Slice level,1.5120375041040832,False,9.8765869140625,0.9946069121360779,24.21358871459961,1.384059190750122,1.8107390519602298,1.9757679240515353,12.334992408752441,1.0911388397216797,7.9081491095449215,0.8980748494178168,1.8230618238449097,0.7373242187500001,15,0.23809523809523808,0.12843975058229393,2.600829972296412,8192
7,CONV2D,128,64,LEVEL.SLICE,Slice level,1.6491738061047905,False,10.772357940673828,1.0323107242584229,30.244564056396484,1.480647325515747,1.772992996371236,2.2027826507806445,17.47466278076172,1.2424087524414062,6.640678387429623,0.8222124475710474,1.6617887020111084,0.7383496093750002,15,0.23809523809523808,0.09091517642717406,2.734128379196001,8192
7,CONV2D,128,64,LEVEL.SLICE,Slice level,1.4887639840037108,True,9.724565505981445,0.9878702163696289,23.789186477661133,1.3763796091079712,1.8114716107681021,1.9892144540308678,12.534891128540039,1.0981205701828003,7.544313280076731,0.8776197143241413,1.799201488494873,0.7306250000000003,15,0.23809523809523808,0.12410512993315888,2.5854002936568,8192
7,CONV2D,128,64,LEVEL.SLICE,Slice level,1.6027506518317873,False,10.469121932983398,1.019910216331482,27.594114303588867,1.4408164024353027,1.7804247122387036,2.0788540960425017,14.710153579711914,1.1676172018051147,7.450810845533013,0.8722035380608536,1.7469944953918457,0.7086132812500002,17,0.2698412698412698,0.09947706633362255,2.675089316426469,8192
7,CONV2D,128,64,LEVEL.SLICE,Slice level,1.7908299313217437,False,11.697651863098145,1.0680986642837524,38.75284194946289,1.588303565979004,1.72236691898798,2.405200794863176,24.914438247680664,1.3964511156082153,5.492202421988111,0.7397465353258978,1.5297333002090454,0.7367089843750001,18,0.2857142857142857,0.06348373556845813,2.853761402700206,8192
